Country,State,Year,Food Grains Allocated (UOM:MT(Metrictonne)),Ration Cards Issued (UOM:Number),Transaction For Ration Cards (UOM:Number),Aadhaar Authenticated Transactions (UOM:Number),Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)),Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(Metrictonne)),Manual Distribution Of Food Grains (UOM:MT(Metrictonne)),Distribution Of Food Grains (UOM:MT(Metrictonne))
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",33454.8,1343486,796386,44,0.01,18781.67,16156.86,34938.53
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,16333,7155,0,0,242.68,0,242.68
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,93721,0,0,0,0,2175.49,2175.49
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3738177,4013372,896016,22.33,83166.17,99.38,83265.55
India,Nagaland,"Calendar Year (Jan - Dec), 2019",7632.11,109310,6422,6422,100,67.59,7279.69,7347.27
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",811798.34,33700046,5114656,4528632,88.54,124974.13,657559.11,782533.25
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020",38927.63261,1608558.81,1335685.232,1047399.273,78.42,31564.24707,1678.107705,33242.35477
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,177200,106322,0,0,3622.75,3612.28,7235.03
India,Karnataka,"Calendar Year (Jan - Dec), 2018",217403,12114132,9851169,9851168,100,176596.98,12934.57,189531.55
India,Gujarat,"Calendar Year (Jan - Dec), 2018",198288.02,7068124,6024715,3992081,66.26,167703.64,0,167703.64
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10119073,10114531,0,0,197553,0,197553
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5681835,8568765,138736,1.62,139441.28,0,139441.28
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",115338,5117707,9048823,212151,2.34,113739.66,1409.61,115149.27
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",232631,11059000,9814579,9813618,99.99,231803.98,0,231803.98
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3652235,3817536,3728957,97.68,81595.8,101.43,81697.23
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",383766,15039501,13425478,13425478,100,331471.85,3507.85,334979.7
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35599353,33633245,33164308,98.61,777085.3,525.49,777610.79
India,Delhi,"Calendar Year (Jan - Dec), 2020",37572.75,1524131,0,0,0,0,31937.93,31937.93
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,670238,560969,445374,79.39,12325.06,4091.5,16416.56
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,146926,0,0,0,0,4103.65,4103.65
India,Manipur,"Calendar Year (Jan - Dec), 2021",12461.24,557227,461141,719,0.16,10619.75,3609.35,14229.1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11752374,10216912,5094243,49.86,264596.6,24503.51,289100.11
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",144959.47,5710496,4877061,3969907,81.4,138784.39,0,138784.39
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10105081,10257048,0,0,200755.62,0,200755.62
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",126.85,5160,2159,0,0,56.73,0,56.73
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2017",38927.63261,36208.38468,5.868774869,0,0,0,0,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,93862,70442,34598,49.12,1580.49,730.9,2311.38
India,Gujarat,"Calendar Year (Jan - Dec), 2019",198288.02,6613037,6328555,4972828,78.58,164453.73,0,164453.73
India,Delhi,"Calendar Year (Jan - Dec), 2020",37572.75,1754258,0,0,0,0,44396.62,44396.62
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3743791,14002687,0,0,85238.15,94.98,85333.12
India,Assam,"Calendar Year (Jan - Dec), 2020",135479.33,5799105,0,0,0,0,139538.36,139538.36
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,179782,26772,0,0,718.01,3792.82,4510.83
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",1623596.68,35880179,33554375,33125906,98.72,1547320.53,11.41,1547331.94
India,Delhi,"Calendar Year (Jan - Dec), 2018",37572.75,1942074,0,0,0,0,27707.15,27707.15
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",332.7,8877,1721,0,0,1049.33,0,1049.33
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,177208,129447,0,0,3340.55,3620.07,6960.62
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,90383,0,0,0,0,2130.02,2130.02
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578706,534766,534766,100,12446.71,1079.77,13526.49
India,Kerala,"Calendar Year (Jan - Dec), 2018",85459.89,3533809,3648479,3480928,95.41,80757.73,120.8,80878.53
India,Sikkim,"Calendar Year (Jan - Dec), 2018",2197.94,95783,25293,25293,100,649.94,1579.65,2229.59
India,Goa,"Calendar Year (Jan - Dec), 2019",2856.63,141467,106343,106343,100,2277.12,514.79,2791.91
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,1475141.995,399989.2856,23519.11529,5.88,9333.357206,617.0723336,9950.42954
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35816498,33427115,32962049,98.61,774123.7,55.95,774179.65
India,Odisha,"Calendar Year (Jan - Dec), 2020",179926.06,9287962,9218082,0,0,174322.64,71.47,174394.12
India,West Bengal,"Calendar Year (Jan - Dec), 2018",330516.44,56079839,0,0,0,0,327811.48,327811.48
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",811798.34,33679138,5113464,4572635,89.42,123933.62,652070.54,776004.16
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,10016819,10127958,0,0,193180.78,0,193180.78
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021",38927.63261,1564008.94,1496577.695,1153766.905,77.09,34420.56023,0,34420.56023
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",4677.46,165368,0,0,0,0,4645.97,4645.97
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",126.85,5175,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2700168,2392804,2392804,100,59616.92,0,59616.92
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,1631897.95,930871.8133,143672.4994,15.43,21912.02954,14412.56667,36324.59621
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",144959.47,5710684,4719812,3813371,80.79,133200.74,0,133200.74
India,Telangana,"Calendar Year (Jan - Dec), 2021",108004.23,5355797,4621859,4621859,100,98469.82,0,98469.82
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021",126.85,5158,1072,0,0,28.37,0,28.37
India,Gujarat,"Calendar Year (Jan - Dec), 2020",198288.02,6702798,6522761,5876694,90.1,170678.02,0,170678.02
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021",202114.13,11202402,10657725,1765517,16.57,190707.6,0,190707.6
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",383766,14748763,13140398,5811341,44.22,233198.6,119357.95,352556.55
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,1321228,150009,76424,50.95,3754.94,26597,30351.94
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",38927.63261,1639395.309,1412037.015,109902.5907,7.78,32581.34488,0,32581.34488
India,Assam,"Calendar Year (Jan - Dec), 2021",135479.33,5430006,0,0,0,0,130385.9,130385.9
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,421503,311815,1062,0.34,8731.54,2436.21,11167.76
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,1141431,0,0,0,0,25453.88,25453.88
India,Haryana,"Calendar Year (Jan - Dec), 2021",66250,2708096,2403670,2403670,100,59790.52,0,59790.52
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,10035794,9907192,0,0,189487.79,0,189487.79
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",383766,14752964,9911456,9911456,100,250969.54,103529.37,354498.91
India,Haryana,"Calendar Year (Jan - Dec), 2019",66250,2658653,2546140,2546140,100,53460.27,0,53460.27
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",1623596.68,35797876,33442455,33042310,98.8,1544052.41,7730.49,1551782.89
India,Delhi,"Calendar Year (Jan - Dec), 2019",37572.75,1716199,0,0,0,0,34878.93,34878.93
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,14893,2015,0,0,30.99,210.95,241.94
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,10014318,10039641,0,0,191659.62,0,191659.62
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,10862319,10049520,9620462,95.73,245174.39,582.73,245757.12
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",297039.11,11749238,9110229,4311743,47.33,232405.95,55764.06,288170.01
India,Delhi,"Calendar Year (Jan - Dec), 2021",37572.75,1778541,656932,656932,100,14624.68,0,14624.68
India,Gujarat,"Calendar Year (Jan - Dec), 2019",198288.02,6606307,6272860,4861022,77.49,164849.89,0,164849.89
India,Goa,"Calendar Year (Jan - Dec), 2019",2856.63,141321,103367,103367,100,2211.3,356.61,2567.91
India,Delhi,"Calendar Year (Jan - Dec), 2018",37572.75,1710396,0,0,0,0,30695.34,30695.34
India,Mizoram,"Calendar Year (Jan - Dec), 2017",3827.96,35144,0,0,0,0,1046.05,1046.05
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021",332.7,5058,58760,0,0,0,24.4,24.4
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017",202114.13,9925362,11875403,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2021",457821.73,17009806,15946780,15917277,99.81,426993.34,0,426993.34
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2653190,2487109,2487109,100,52793.65,0,52793.65
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,94572,44996,26421,58.72,1123.63,1235.94,2359.56
India,Punjab,"Calendar Year (Jan - Dec), 2021",72510,3915990,2686000,2685345,99.98,322017.45,0,322017.45
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,177377,4893,0,0,127.61,4073.67,4201.28
India,Punjab,"Calendar Year (Jan - Dec), 2018",72510,3526357,3148070,3148070,100,380495.99,0,380495.99
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",232631,11025672,9881802,9881047,99.99,231792.98,607.82,232400.8
India,Telangana,"Calendar Year (Jan - Dec), 2018",108004.23,5024821,4418392,4418392,100,110648.71,929.54,111578.25
India,Haryana,"Calendar Year (Jan - Dec), 2017",66250,2092707,3593108,2386544,66.42,28.88,0,28.88
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3686004,3991114,3806628,95.38,82076.61,104.22,82180.82
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2964082,2268567,2268567,100,50737.07,0,50737.07
India,Bihar,"Calendar Year (Jan - Dec), 2021",457821.73,17414137,15434397,15390766,99.72,412685.26,0,412685.26
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5346574,4919384,4919384,100,102609.5,842.87,103452.37
India,Goa,"Calendar Year (Jan - Dec), 2021",2856.63,142809,135297,131302,97.05,2809.98,0,2809.98
India,Goa,"Calendar Year (Jan - Dec), 2020",2856.63,142451,133774,130779,97.76,2787.4,23.45,2810.85
India,Nagaland,"Calendar Year (Jan - Dec), 2020",7632.11,298583,244215,82467,33.77,5526.09,0,5526.09
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",10800.27,1305,422,0,0,10.69,11523.48,11534.16
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,548980,0,0,0,0,12461.24,12461.24
India,Ladakh,"Calendar Year (Jan - Dec), 2021",870.4173886,29707.70751,28849.77948,23562.41275,81.67,758.3458776,0.222426597,758.5683042
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,140909,81300,81300,100,1747.95,273.33,2021.29
India,Bihar,"Calendar Year (Jan - Dec), 2021",457821.73,17983391,15843052,15793679,99.69,415755.11,0,415755.11
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1360368,671124,86311,12.86,15794.13,16199.94,31994.07
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",232631,10467807,8347080,8344657,99.97,198313.28,752.79,199066.07
India,Jharkhand,"Calendar Year (Jan - Dec), 2021",144959.47,5699937,5270391,4851558,92.05,133914.13,0,133914.13
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14277902,12329632,12329632,100,300958.14,23234.61,324192.75
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,16531424,14508364,14465429,99.7,410983.26,130828.76,541812.01
India,Odisha,"Calendar Year (Jan - Dec), 2020",179926.06,8920120,10138834,7519858,74.17,172337.79,4263.27,176601.06
India,Manipur,"Calendar Year (Jan - Dec), 2017",12461.24,87820,0,0,0,0,2057.67,2057.67
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",16857.47,682592,638647,136331,21.35,14921.53,1249.2,16170.73
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,177438,13980,0,0,361.19,5010.66,5371.85
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",297039.11,11129273,11988179,11495939,95.89,256346.72,25.96,256372.68
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1323272,232140,83268,35.87,5880.85,37111.43,42992.27
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,4944,1277,0,0,5.19,24.44,29.63
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1325374,201997,66338,32.84,5071.44,26425.65,31497.09
India,Sikkim,"Calendar Year (Jan - Dec), 2018",2197.94,24496,2575,2575,100,66.05,2120.89,2186.94
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2700386,2447270,2447270,100,59724.82,0,59724.82
India,Kerala,"Calendar Year (Jan - Dec), 2021",85459.89,3836524,1144370,1101251,96.23,23725.74,0,23725.74
India,Delhi,"Calendar Year (Jan - Dec), 2021",37572.75,1542340,0,0,0,0,364175.01,364175.01
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,149782,0,0,0,0,3874.12,3874.12
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,10158,1244,0,0,18.97,230.45,249.41
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",16857.47,682708,632156,76239,12.06,14818.45,1325.79,16144.24
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",16857.47,688881,588963,51746,8.79,13569.73,2546.54,16116.27
India,Manipur,"Calendar Year (Jan - Dec), 2019",12461.24,588045,194,192,98.97,2.52,15117.01,15119.53
India,Bihar,"Calendar Year (Jan - Dec), 2021",457821.73,17842550,16551862,16492661,99.64,433075.32,9235.06,442310.39
India,Assam,"Calendar Year (Jan - Dec), 2020",135479.33,5788585,0,0,0,0,139280.85,139280.85
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1322436,219168,78821,35.96,5527.76,29153.62,34681.38
India,Telangana,"Calendar Year (Jan - Dec), 2019",108004.23,5799801,4550807,4550807,100,94641.03,1023.23,95664.27
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019",1380.93,55535,49007,46101,93.95215566,1212.24,0,1212.24
India,Kerala,"Calendar Year (Jan - Dec), 2021",85459.89,3898757,3951780,3763108,95.23,78544.86,98.88,78643.74
India,Gujarat,"Calendar Year (Jan - Dec), 2019",198288.02,6636998,5997169,5410848,90.22,157569.66,0,157569.66
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2962980,2536269,2536269,100,56613.86,0,56613.86
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3666989,3813758,3753053,98.41,81755.29,131.94,81887.23
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36622.11277,31199.75912,7879.653581,25.26,705.4689297,178.8511054,884.3200351
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",144959.47,5636080,4622679,3899620,84.36,126286.06,0,126286.06
India,Haryana,"Calendar Year (Jan - Dec), 2019",66250,2329411,2484468,2484468,100,46290.49,0,46290.49
India,Telangana,"Calendar Year (Jan - Dec), 2017",108004.23,5022245,3100336,3100336,100,77076.29,0,77076.29
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,9968358,10255531,0,0,193556.19,0,193556.19
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,139434,5618,3937,70.08,121.52,2284.03,2405.54
India,Bihar,"Calendar Year (Jan - Dec), 2019",457821.73,24639,19359,12407,64.09,598.65,441968.07,442566.72
India,Maharashtra,"Calendar Year (Jan - Dec), 2021",383766,15208083,13978700,13978700,100,344178.69,0.07,344178.76
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12580071,10955613,10955580,100,103865.5,1922.14,105787.64
India,Nagaland,"Calendar Year (Jan - Dec), 2020",7632.11,290572,256856,93694,36.48,6052.68,0.23,6052.91
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",38927.63261,1636042.283,1316417.066,320106.4564,24.32,30097.03379,11921.72167,42018.75546
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9288954,8619968,8619968,100,137937.33,2951.63,140888.96
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",10800.27,1261,416,0,0,10.65,10549.62,10560.27
India,Manipur,"Calendar Year (Jan - Dec), 2020",12461.24,602118,468890,144,0.03,10712.79,3103.53,13816.32
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11740426,8573745,7872071,91.82,249161.91,30477.64,279639.55
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,678475,654793,0,0,14953.34,308.87,15262.2
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,36044654,31404988,26114313,83.15,704431.72,23657.56,728089.27
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",10800.27,1551,879,0,0,19.88,10411.88,10431.76
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021",115338,5115850,5546036,489970,8.83,112948.57,1459.44,114408.01
India,Delhi,"Calendar Year (Jan - Dec), 2021",37572.75,1778527,1583677,1583677,100,34211.75,0,34211.75
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2699339,2800504,2800504,100,58120.23,0,58120.23
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",232631,10114526,8912620,8910452,99.98,211872.28,735.64,212607.92
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020",38927.63261,1609750.171,1191437.592,1000514.608,83.98,28410.31854,6379.827784,34790.14633
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,16324826,13221731,11778412,89.08,379555.69,159119.11,538674.8
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",16857.47,679572,633761,505527,79.77,16266.15,1243.13,17509.28
India,Ladakh,"Calendar Year (Jan - Dec), 2018",870.4173886,36465.40809,25230.85281,3148.222122,12.48,595.0311715,238.1845485,833.21572
India,Goa,"Calendar Year (Jan - Dec), 2019",2856.63,342640,93982,93084,99.04,2014.59,812.84,2827.44
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021",154148.03,8811969,7102849,7102849,100,139070.53,0,139070.53
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5350637,4780479,4780479,100,100904.16,653.33,101557.49
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,8948,505,0,0,7.16,0,7.16
India,Mizoram,"Calendar Year (Jan - Dec), 2020",3827.96,155554,152065,922,0.61,3904.9,0,3904.9
India,Haryana,"Calendar Year (Jan - Dec), 2019",66250,2665099,2552068,2552068,100,55627.42,0,55627.42
India,Nagaland,"Calendar Year (Jan - Dec), 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Karnataka,"Calendar Year (Jan - Dec), 2018",217403,11577251,9156652,8964984,97.91,212693.1,112.56,212805.66
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9193810,8557125,8557125,100,137432.02,2932.11,140364.13
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,1321286,162961,74178,45.52,4062.97,31177.42,35240.39
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",126.85,5153,2917,0,0,77.43,0,77.43
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018",1380.93,55459,52386,44837,86.63182428,1207.92,0,1207.92
India,Delhi,"Calendar Year (Jan - Dec), 2020",37572.75,1746327,0,0,0,0,36210.83,36210.83
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",115338,5282952,6084159,522564,8.59,113785.6,0,113785.6
India,West Bengal,"Calendar Year (Jan - Dec), 2020",330516.44,56112716,20919086,356,0,327357.88,5488.14,332846.03
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35729703,32443455,31411352,96.82,744902.8,33914.01,778816.81
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",16857.47,687331,601539,9,0,14150.77,1662.74,15813.51
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021",4677.46,176998,138771,9465,6.82,3737.87,1440.54,5178.41
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2648436,2424390,2424390,100,51033.5,0,51033.5
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,16589087,15383952,15344148,99.74,429080.6,80911.89,509992.49
India,Nagaland,"Calendar Year (Jan - Dec), 2021",7632.11,298674,281555,80872,28.72,5878.28,0,5878.28
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",297039.11,11546059,10714976,10301339,96.14,250628.56,6.63,250635.19
India,Telangana,"Calendar Year (Jan - Dec), 2018",108004.23,5042436,4272638,4272638,100,91423.41,1016.94,92440.35
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021",451.98,51585,46338,46338,100,1180.98,0,1180.98
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,36630.20499,6188.249123,4.920942419,0.08,144.8697016,633.5617133,778.4314149
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,419964,239271,502,0.21,6707.81,3875.89,10583.7
India,West Bengal,"Calendar Year (Jan - Dec), 2020",330516.44,56165883,20973055,18890,0.09,335886.6,0,335886.6
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",16857.47,681586,637434,417299,65.47,14979.81,1397.17,16376.98
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36625.78707,270.1925451,1.596572429,0.59,4.540389539,807.0645198,811.6049093
India,Mizoram,"Calendar Year (Jan - Dec), 2017",3827.96,35458,0,0,0,0,1053.44,1053.44
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36636.63502,279.422046,2.18708552,0.78,4.58850542,754.9257132,759.5144374
India,Manipur,"Calendar Year (Jan - Dec), 2019",12461.24,564100,0,0,0,0,12920.68,12920.68
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,1630830.811,961718.094,104226.5073,10.84,22722.3215,12950.83091,35673.15241
India,Delhi,"Calendar Year (Jan - Dec), 2020",37572.75,1520609,0,0,0,0,33723.51,33723.51
India,West Bengal,"Calendar Year (Jan - Dec), 2021",330516.44,56044503,19742099,115,0,322136.2,107.7,322243.9
India,Karnataka,"Calendar Year (Jan - Dec), 2020",217403,12745176,386899,386899,100,1542,537.97,2079.97
India,Punjab,"Calendar Year (Jan - Dec), 2018",72510,503714,37708,37708,100,4538.26,8249.73,12787.98
India,Bihar,"Calendar Year (Jan - Dec), 2021",457821.73,16713226,15949689,15920256,99.82,427046.51,0,427046.51
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,11684831,9897093,9083725,91.78,250638.36,11535.09,262173.45
India,Karnataka,"Calendar Year (Jan - Dec), 2017",217403,11541829,8669860,8288425,95.6,2172.3,0,2172.3
India,Haryana,"Calendar Year (Jan - Dec), 2019",66250,2669503,2563853,2563853,100,56489.22,0,56489.22
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5352122,4692762,4692762,100,99140.8,644.18,99784.98
India,Odisha,"Calendar Year (Jan - Dec), 2019",179926.06,8687094,8821650,5032286,57.04,168527.81,2776.16,171303.97
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,147109,0,0,0,0,4030.47,4030.47
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3721509,4039541,3931957,97.34,82681.76,102.34,82784.11
India,Bihar,"Calendar Year (Jan - Dec), 2019",457821.73,24639,20621,11287,54.74,626.48,424419.76,425046.24
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,9996283,9993108,0,0,190468.63,0,190468.63
India,Bihar,"Calendar Year (Jan - Dec), 2019",457821.73,16620345,10145208,8214427,80.97,294438.32,172817.77,467256.09
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",16857.47,680340,602788,467647,77.58,14883.99,1572.1,16456.09
India,Mizoram,"Calendar Year (Jan - Dec), 2020",3827.96,156784,145558,2876,1.98,3678.28,0,3678.28
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,95233,27920,27920,100,717.49,1690.66,2408.15
India,Bihar,"Calendar Year (Jan - Dec), 2019",457821.73,24639,20679,10776,52.11,628.08,447561.6,448189.68
India,Mizoram,"Calendar Year (Jan - Dec), 2020",3827.96,155964,149246,165,0.11,3827.66,0,3827.66
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3736562,3888254,3806893,97.91,82497.96,101.71,82599.67
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",332.7,14692,1827,0,0,24.09,0,24.09
India,Rajasthan,"Calendar Year (Jan - Dec), 2021",232631,10623306,9766703,9766638,100,217137.54,2904.5,220042.04
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",10800.27,1138,309,0,0,8.42,11514.98,11523.4
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",144959.47,5701508,4579741,3855595,84.19,133974.68,0,133974.68
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",115338,5117639,4754867,114020,2.4,112556.09,1502.11,114058.2
India,Jharkhand,"Calendar Year (Jan - Dec), 2021",144959.47,5762510,5162281,4541506,87.97,136920.29,0,136920.29
India,Delhi,"Calendar Year (Jan - Dec), 2019",37572.75,1716013,0,0,0,0,35067.94,35067.94
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",811798.34,33746931,5157800,4625795,89.69,122066.67,647155.17,769221.84
India,Tripura,"Calendar Year (Jan - Dec), 2020",13761.1,578888,756073,745562,98.61,13252.4,0,13252.4
India,Punjab,"Calendar Year (Jan - Dec), 2019",72510,3555040,2211865,2211865,100,269041.55,0,269041.55
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14578890,12516888,12516888,100,311658.58,10118.19,321776.77
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,11684833,10090585,9299278,92.16,259150.5,9473.61,268624.1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",297039.11,11746612,9159411,4745142,51.81,233569.65,54668.63,288238.27
